Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Final Price
HP,Pavilion,AMD Ryzen 7,16,512,SSD,iGPU,13.3,663.69
Dynabook Toshiba,Tecra,Intel Core i7,16,512,SSD,iGPU,15.6,1637.0
Apple,MacBook Pro,Apple M2,32,1000,SSD,iGPU,14.2,3399.0
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,14.0,800.0
Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro 5300M,16.0,1093.69
Lenovo,V15,Intel Celeron,4,128,SSD,iGPU,15.6,279.0
Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,1481.63
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,15.6,879.0
LG,Ultra,AMD Ryzen 5,8,512,SSD,iGPU,16.0,969.0
Lenovo,Yoga,Intel Evo Core i5,8,512,SSD,iGPU,14.0,979.0
MSI,Katana,Intel Core i7,16,1000,SSD,RTX 3050,15.6,1199.0
Medion,Beast,Intel Core i9,32,1000,SSD,RTX 4080,17.0,3199.01
Medion,Erazer,Intel Core i7,16,1000,SSD,A 730M,16.0,1699.0
Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,17.3,3500.0
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4090,14.0,4599.0
Apple,MacBook Air,Apple M2,8,512,SSD,iGPU,15.3,1829.0
Apple,MacBook Air,Apple M2,8,512,SSD,iGPU,15.3,1829.0
Microsoft,Surface Laptop,Intel Core i5,16,512,SSD,iGPU,14.4,1899.0
Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,15.6,4099.0
Razer,Blade,Intel Core i9,32,1000,SSD,RTX 3070,17.3,4499.99
Razer,Blade,Intel Core i9,16,1000,SSD,RTX 3070,17.3,3899.99
Samsung,Galaxy Book,Intel Evo Core i7,16,1000,SSD,RTX 4050,16.0,2999.01
Dell,Latitude,Intel Core i5,16,256,SSD,iGPU,14.0,499.0
Razer,Blade,AMD Ryzen 9,16,1000,SSD,RTX 3070,14.0,2899.99
Lenovo,IdeaPad,Intel Core i3,8,256,SSD,iGPU,13.3,699.0
Asus,VivoBook,Intel Core i7,16,512,SSD,iGPU,15.6,755.0
Asus,ExpertBook,Intel Core i5,8,1000,SSD,iGPU,15.6,789.0
Lenovo,Chromebook,Intel Celeron,4,128,SSD,iGPU,11.6,451.0
HP,250,Intel Core i5,8,512,SSD,iGPU,15.6,569.99
Asus,VivoBook,Intel Core i7,16,512,SSD,iGPU,14.0,789.0
Asus,TUF,Intel Core i7,16,512,SSD,RTX 3050,15.6,909.99
Denver,Electronics,Intel Celeron,4,256,SSD,iGPU,14.0,329.95
HP,15S,Intel Core i7,8,512,SSD,iGPU,15.6,730.01
Microsoft,Surface Pro,Intel Evo Core i7,16,1000,SSD,iGPU,13.0,2529.0
Asus,ROG,Intel Core i9,16,1000,SSD,iGPU,13.4,2420.65
Samsung,Galaxy Book,Intel Evo Core i9,32,1000,SSD,RTX 4070,16.0,3699.01
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,iGPU,13.3,1333.57
HP,15S,Intel Core i5,8,1000,SSD,iGPU,15.6,749.0
Dynabook Toshiba,Satellite Pro,Intel Core i5,8,512,SSD,iGPU,15.6,739.0
HP,ProBook,Intel Core i5,16,512,SSD,iGPU,15.6,1041.0
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,14.0,799.0
LG,Gram,Intel Evo Core i7,16,512,SSD,iGPU,15.0,1699.0
Asus,VivoBook,Intel Core i5,8,256,SSD,iGPU,15.6,454.23
Microsoft,Surface Pro,Intel Core i5,8,256,SSD,iGPU,12.3,1143.16
Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,iGPU,14.2,3279.0
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,15.6,502.0
HP,15S,Intel Core i3,8,256,SSD,iGPU,15.6,416.87
HP,Chromebook,Intel Celeron,4,32,SSD,iGPU,11.6,230.14
Acer,Extensa,AMD Ryzen 5,8,512,SSD,iGPU,15.6,379.01
Microsoft,Surface Laptop,Intel Core i7,16,512,SSD,RTX 3050,14.4,2199.01
Alurin,Flex Advance,Intel Core i5,8,256,SSD,iGPU,15.6,549.0
Medion,Beast,Intel Core i7,32,1000,SSD,RTX 3070,17.3,2599.0
Acer,Aspire,Intel Core i7,8,512,SSD,iGPU,15.6,1249.01
MSI,Modern,Intel Core i5,8,512,SSD,iGPU,14.0,799.0
Thomson,Neo,Intel Core i5,8,512,SSD,iGPU,15.6,399.0
Alurin,Flex Advance,Intel Core i5,16,500,SSD,iGPU,15.6,539.01
Lenovo,ThinkBook,Intel Core i7,16,512,SSD,iGPU,15.6,1199.0
Asus,F515,Intel Core i5,8,512,SSD,iGPU,15.6,609.01
Asus,VivoBook,Intel Core i3,8,512,SSD,iGPU,15.6,449.9
Acer,Aspire,Intel Core i5,8,256,SSD,iGPU,15.6,529.0
HP,255,AMD Ryzen 3,8,512,SSD,iGPU,15.6,495.33
Apple,MacBook Pro,Apple M2 Pro,32,512,SSD,iGPU,16.2,3279.0
HP,250,Intel Core i5,16,512,SSD,iGPU,15.6,880.53
Acer,Extensa,Intel Core i5,16,512,SSD,iGPU,15.6,670.67
HP,14S,AMD Athlon,8,512,SSD,iGPU,14.0,424.0
PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 3050,15.6,1329.9
PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 3050,15.6,1479.9
PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4050,15.6,1349.9
PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4050,15.6,1479.9
PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4060,15.6,1679.9
PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 4060,15.6,1699.9
Microsoft,Surface Laptop,Intel Evo Core i7,16,512,SSD,iGPU,15.0,2079.0
Alurin,Flex Advance,Intel Core i5,16,500,SSD,iGPU,15.6,639.0
Asus,VivoBook,Intel Celeron,4,128,eMMC,iGPU,14.0,345.0
Lenovo,V15,Intel Core i5,8,256,SSD,iGPU,15.6,719.0
Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,iGPU,15.6,1854.36
Asus,VivoBook,Intel Core i7,8,512,SSD,iGPU,15.6,628.04
HP,ProBook,AMD Ryzen 7,32,1000,SSD,iGPU,15.6,999.0
LG,Gram,Intel Core i7,16,512,SSD,iGPU,17.0,1859.01
PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 4060,15.6,1849.9
Medion,Classmate Pro,Intel Core i3,8,256,SSD,iGPU,14.0,429.0
LG,Gram,Intel Evo Core i7,16,1000,SSD,iGPU,14.0,1899.01
Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4090,16.0,4199.0
Lenovo,V15,Intel Core i3,8,512,SSD,iGPU,15.6,465.0
PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 4060,15.6,1549.9
HP,15S,AMD 3020e,8,256,SSD,iGPU,15.6,366.0
Acer,Aspire,Intel Celeron,8,256,SSD,iGPU,15.6,359.01
Dell,Vostro,Intel Core i5,8,512,SSD,iGPU,14.0,743.0
HP,15S,Intel Celeron,8,256,SSD,iGPU,15.6,323.45
MSI,Prestige,Intel Core i7,32,1000,SSD,GTX 1650,15.6,1999.0
PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3050,15.6,1449.9
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,MX 550,15.6,1405.19
Asus,VivoBook,Intel Core i7,8,512,SSD,iGPU,15.6,849.0
Asus,ROG,Intel Core i9,64,1000,SSD,RTX 3080,17.3,4299.01
MSI,Prestige,Intel Core i7,16,512,SSD,iGPU,13.3,867.53
Microsoft,Surface Laptop,AMD Ryzen 5,8,256,SSD,iGPU,13.5,1129.0
HP,17,Intel Celeron,4,128,SSD,iGPU,17.3,391.0
Acer,Aspire,AMD Ryzen 7,8,512,SSD,iGPU,15.6,809.01
Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,16.0,1471.61
Dell,XPS,Intel Core i7,16,512,SSD,iGPU,13.4,2139.73
HP,250,Intel Core i7,16,512,SSD,iGPU,15.6,1057.0
HP,ProBook,AMD Ryzen 5,8,256,SSD,iGPU,13.3,1069.0
MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 4070,17.3,2303.1
Microsoft,Surface Laptop,AMD Ryzen 7,8,512,SSD,iGPU,15.0,1649.0
Microsoft,Surface Laptop,Intel Evo Core i7,8,512,SSD,iGPU,15.0,1749.0
Microsoft,Surface Laptop,Intel Core i7,32,2000,SSD,RTX 3050,14.4,3199.0
PcCom,Revolt,Intel Core i7,16,500,SSD,RTX 3050,15.6,1349.9
Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3080,16.0,2739.0
HP,Zbook,Intel Core i7,16,512,SSD,iGPU,16.0,1627.0
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,iGPU,14.0,1515.0
PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 3050,15.6,1599.9
Asus,F515,Intel Core i5,8,512,SSD,iGPU,15.6,809.01
Acer,Extensa,Intel Core i5,8,1000,SSD,iGPU,15.6,583.85
Primux,Ioxbook,Intel Celeron,4,128,SSD,iGPU,15.6,272.58
Razer,Blade,AMD Ryzen 9,16,1000,SSD,RTX 3080,14.0,4105.45
Asus,ZenBook,AMD Ryzen 7,16,512,SSD,iGPU,14.0,1056.0
HP,255,AMD Ryzen 3,8,1000,SSD,iGPU,15.6,471.0
Lenovo,ThinkPad,Intel Core i3,8,256,SSD,iGPU,13.3,419.0
PcCom,Revolt,Intel Core i7,16,1000,SSD,RTX 4060,15.6,1949.9
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,14.0,800.0
Asus,ZenBook,AMD Ryzen 7,16,1000,SSD,iGPU,14.0,1377.62
HP,ProBook,Intel Core i7,16,1000,SSD,iGPU,14.0,1214.49
Acer,TravelMate,Intel Core i5,16,512,SSD,iGPU,14.0,925.0
Dell,XPS,Intel Core i7,16,1000,SSD,RTX 3050,15.6,2319.0
Alurin,Flex Advance,Intel Core i5,8,500,SSD,iGPU,14.0,590.0
LG,Gram,Intel Core i7,32,512,SSD,RTX 2050,17.0,2209.0
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,14.0,635.0
Acer,TravelMate,Intel Core i5,8,512,SSD,iGPU,15.6,770.56
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,14.0,448.99
Lenovo,ThinkBook,Intel Core i7,16,512,SSD,iGPU,15.6,1196.97
HP,15S,Intel Core i5,8,512,SSD,iGPU,15.6,595.9
HP,15S,Intel Core i5,16,512,SSD,iGPU,15.6,850.99
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,14.0,239.0
Apple,MacBook Pro,Intel Core i7,16,512,SSD,Radeon Pro RX 560X,15.4,977.08
Asus,VivoBook,Intel Core i3,8,512,SSD,iGPU,15.6,398.22
Asus,TUF,AMD Ryzen 9,16,1000,SSD,RTX 4070,15.6,2017.87
Asus,BR,Intel Celeron,4,128,SSD,iGPU,11.6,495.33
Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 3060,16.0,2773.31
MSI,Vector,Intel Core i7,32,1000,SSD,RTX 3080,15.6,3499.0
Alurin,Flex Advance,Intel Core i5,16,500,SSD,iGPU,14.0,530.0
Asus,ROG,Intel Core i9,16,1000,SSD,RTX 4060,16.0,2599.01
Asus,ZenBook,AMD Ryzen 5,16,512,SSD,iGPU,14.0,1157.12
MSI,Creator,Intel Core i7,32,1000,SSD,RTX A5500,16.0,4399.0
Lenovo,V15,AMD Ryzen 3,8,256,SSD,iGPU,15.6,359.9
Asus,VivoBook,Intel Evo Core i7,16,512,SSD,iGPU,14.0,1449.5
Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,15.6,2206.1
MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,15.6,2184.41
Asus,E510,Intel Celeron,8,256,SSD,iGPU,15.6,285.0
Lenovo,250,Intel Core i5,8,256,SSD,iGPU,12.5,358.99
Asus,F515,Intel Core i3,8,256,SSD,iGPU,15.6,391.6
Dynabook Toshiba,Satellite Pro,Intel Core i7,8,256,SSD,iGPU,14.0,765.75
Asus,VivoBook,Intel Core i7,8,512,SSD,iGPU,15.6,635.01
Dell,Latitude,Intel Core i7,16,512,SSD,iGPU,14.0,1433.0
Microsoft,Surface Pro,Intel Core i5,16,256,SSD,iGPU,12.3,1111.35
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,14.0,635.0
Asus,VivoBook,Intel Core i7,16,512,SSD,iGPU,15.6,883.19
HP,EliteBook,Intel Core i5,8,256,SSD,iGPU,13.3,555.0
Lenovo,ThinkBook,Intel Core i7,16,512,SSD,iGPU,14.0,1473.83
Medion,Akoya,Intel Core i5,8,256,SSD,iGPU,15.6,727.49
Dell,Vostro,Intel Core i7,16,512,SSD,iGPU,14.0,1064.0
LG,Gram,Intel Core i7,16,1000,SSD,iGPU,16.0,1999.0
Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,iGPU,13.0,1403.0
Apple,MacBook Pro,Intel Core i5,8,128,SSD,iGPU,13.0,604.0
Asus,VivoBook,Intel Core i5,12,512,SSD,iGPU,16.0,832.01
Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3060,15.6,1599.0
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,15.6,800.0
Asus,ZenBook,Intel Core i5,8,512,SSD,iGPU,13.3,819.0
HP,Envy,Intel Core i7,16,512,SSD,iGPU,17.3,1453.6
Dell,Latitude,Intel Evo Core i7,16,512,SSD,iGPU,13.0,1620.92
Acer,Aspire,Intel Core i5,8,512,SSD,iGPU,15.6,552.99
HP,250,Intel Core i3,8,512,SSD,iGPU,15.6,549.0
Lenovo,ThinkPad,Intel Core i5,8,512,SSD,iGPU,14.0,518.63
HP,15S,Intel Celeron,8,256,SSD,iGPU,15.6,465.26
HP,470,Intel Core i5,16,512,SSD,MX 550,17.3,1212.0
Lenovo,IdeaPad,Intel Core i5,16,512,SSD,iGPU,15.6,799.0
Asus,TUF,Intel Core i5,16,512,SSD,RTX 3050,15.6,769.0
Acer,Swift,Intel Evo Core i7,16,1000,SSD,iGPU,13.5,1347.18
Apple,MacBook Pro,Intel Core i9,16,1000,SSD,Radeon Pro 5500M,16.0,1899.0
Lenovo,ThinkPad,Intel Core i7,16,1000,SSD,iGPU,14.0,818.0
MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,2102.18
PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 4060,15.6,1899.9
Acer,TravelMate,Intel Pentium,8,256,SSD,iGPU,14.0,474.99
Medion,Akoya,AMD Ryzen 3,8,256,SSD,iGPU,15.6,327.51
Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3070,17.3,2649.44
Asus,ZenBook,Intel Core i5,16,512,SSD,iGPU,14.0,846.31
HP,15S,Intel Core i3,8,512,SSD,iGPU,15.6,414.84
HP,250,Intel Core i3,8,256,SSD,iGPU,15.6,399.37
Lenovo,ThinkBook,Intel Core i5,16,512,SSD,iGPU,15.6,1069.0
Lenovo,300w,AMD 3015e,4,128,SSD,iGPU,11.6,461.48
Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,iGPU,16.2,2999.01
HP,15S,AMD Ryzen 7,12,512,SSD,iGPU,15.6,613.2
Asus,VivoBook,Intel Core i7,8,512,SSD,iGPU,16.0,599.99
HP,Victus,AMD Ryzen 7,8,512,SSD,Radeon Pro 5500M,16.1,864.23
MSI,Modern,Intel Core i7,16,1000,SSD,iGPU,15.6,1199.0
Microsoft,Surface Pro,Intel Core i5,8,256,SSD,iGPU,12.3,1349.0
HP,15S,Intel Core i7,16,512,SSD,iGPU,15.6,695.5
MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,14.0,2699.0
Asus,M515,AMD Ryzen 5,12,512,SSD,iGPU,15.6,707.51
LG,Gram,Intel Evo Core i7,32,512,SSD,iGPU,15.0,2099.0
MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,1749.0
HP,ProBook,Intel Core i5,8,256,SSD,iGPU,14.0,764.34
Dell,Latitude,Intel Core i7,16,512,SSD,iGPU,14.0,999.0
HP,15S,AMD Ryzen 7,12,512,SSD,iGPU,15.6,641.0
Medion,Akoya,AMD Ryzen 5,8,256,SSD,iGPU,15.6,563.62
MSI,Summit,Intel Core i7,32,1000,SSD,iGPU,13.4,1899.0
Thomson,Neo,Intel Celeron,4,64,eMMC,iGPU,14.1,230.83
PcCom,Revolt,Intel Core i5,16,500,SSD,RTX 3050,15.6,1199.9
PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 3060,15.6,1800.01
LG,Gram,Intel Evo Core i7,32,1000,SSD,iGPU,17.0,2199.0
HP,15S,AMD Ryzen 5,8,512,SSD,iGPU,15.6,479.61
Lenovo,ThinkBook,Intel Core i5,16,512,SSD,iGPU,15.6,1074.0
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,15.6,869.0
Lenovo,ThinkPad,Intel Core i5,16,512,SSD,iGPU,14.0,1282.0
HP,15S,Intel Core i7,8,512,SSD,iGPU,15.6,630.72
MSI,Modern,AMD Ryzen 5,8,512,SSD,iGPU,15.6,720.25
HP,250,Intel Core i5,8,512,SSD,iGPU,15.6,549.0
Apple,MacBook Air,Intel Core i5,16,512,SSD,iGPU,13.3,1498.0
LG,Ultra,AMD Ryzen 7,16,512,SSD,iGPU,16.0,1299.0
Lenovo,Yoga,Intel Evo Core i7,16,512,SSD,iGPU,14.0,1671.0
HP,15S,Intel Core i5,8,512,SSD,iGPU,15.6,568.82
HP,250,Intel Core i3,8,256,SSD,iGPU,15.6,556.59
Lenovo,IdeaPad,Intel Core i5,8,512,SSD,iGPU,14.0,844.0
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4090,17.3,3258.19
Lenovo,ThinkPad,Intel Core i5,16,512,SSD,iGPU,15.6,1069.0
Lenovo,V15,AMD Ryzen 7,8,512,SSD,iGPU,15.6,565.01
HP,Omen,AMD Ryzen 7,16,512,SSD,RTX 3070,16.1,1580.62
Lenovo,IdeaPad,Intel Core i5,8,256,SSD,iGPU,13.3,779.01
Lenovo,Yoga,Intel Evo Core i7,16,1000,SSD,iGPU,14.0,1979.0
Lenovo,Yoga,Intel Evo Core i7,16,1000,SSD,iGPU,14.0,2099.0
MSI,Modern,Intel Core i7,16,1000,SSD,iGPU,15.6,1049.0
Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,14.0,1899.0
Acer,Nitro,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,1559.0
HP,Chromebook,AMD Athlon,4,64,eMMC,iGPU,14.0,399.0
MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3070,15.6,2099.0
Microsoft,Surface Laptop,Intel Evo Core i7,16,512,SSD,iGPU,15.0,2079.0
Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,15.6,2800.0
Razer,Blade,Intel Core i9,16,1000,SSD,RTX 3070,15.6,3699.0
Razer,Blade,Intel Core i7,32,1000,SSD,RTX 3080,17.3,4299.99
Samsung,Galaxy Book,Intel Core i5,8,256,SSD,iGPU,15.6,849.01
Samsung,Galaxy Book,Intel Evo Core i5,16,512,SSD,iGPU,13.3,1349.0
Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,iGPU,16.0,2050.99
HP,Zbook,Intel Core i7,32,1000,SSD,T 500,16.0,2149.4
Lenovo,Yoga,Intel Evo Core i7,16,512,SSD,iGPU,14.5,1561.0
Acer,ConceptD,Intel Core i7,32,1000,SSD,RTX 3080,15.6,3691.0
HP,ProBook,Intel Core i5,8,256,SSD,iGPU,15.6,679.95
HP,Zbook,Intel Core i7,32,512,SSD,RTX A1000,16.0,2866.16
Apple,MacBook Air,Intel Core i5,4,128,SSD,iGPU,13.3,299.0
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,iGPU,15.6,973.89
Microsoft,Surface Pro,Intel Evo Core i5,16,256,SSD,iGPU,13.0,1778.0
Samsung,Galaxy Book,Intel Evo Core i5,16,512,SSD,iGPU,13.3,1561.0
Apple,MacBook Air,Intel Core i5,8,128,SSD,iGPU,13.3,331.75
Razer,Blade,Intel Core i9,32,1000,SSD,RTX 4080,16.0,4199.91
HP,15S,Intel Celeron,8,512,SSD,iGPU,15.6,392.0
Samsung,Galaxy Book,Intel Core i7,16,512,SSD,iGPU,14.0,1599.0
Asus,ExpertBook,Intel Core i3,8,256,SSD,iGPU,15.6,445.99
Deep Gaming,Nubian,Intel Core i7,32,1000,SSD,RTX 3050,17.3,1549.01
HP,250,Intel Core i3,8,256,SSD,iGPU,15.6,831.12
HP,ProBook,Intel Core i5,8,256,SSD,iGPU,14.0,869.14
Lenovo,V15,Intel Core i3,8,512,SSD,iGPU,15.6,773.6
MSI,Katana,Intel Core i5,16,512,SSD,RTX 3050,15.6,875.06
MSI,Pulse,Intel Core i7,32,1000,SSD,RTX 3060,15.6,2217.07
Dell,Vostro,Intel Core i7,16,512,SSD,iGPU,16.0,1092.52
Asus,F515,Intel Core i3,8,512,SSD,iGPU,15.6,550.6
HP,15S,AMD Athlon,8,256,SSD,iGPU,15.6,391.02
HP,15S,AMD Athlon,8,512,SSD,iGPU,15.6,406.0
HP,15S,AMD 3020e,4,128,SSD,iGPU,15.6,381.76
HP,15S,Intel Core i5,8,256,SSD,iGPU,15.6,494.81
HP,EliteBook,Intel Core i5,8,256,SSD,iGPU,14.0,750.73
HP,Victus,AMD Ryzen 5,16,512,SSD,RTX 3050,16.1,1120.0
Lenovo,ThinkPad,Intel Core i5,16,256,SSD,iGPU,15.6,969.0
Apple,MacBook Air,Intel Core i5,8,512,SSD,iGPU,13.3,895.0
MSI,Raider,Intel Core i9,64,2000,SSD,RTX 4090,17.0,5199.0
Medion,Classmate Pro,Intel Core i3,4,128,SSD,iGPU,14.0,273.61
Lenovo,V15,AMD Ryzen 7,8,256,SSD,iGPU,15.6,628.99
HP,Victus,AMD Ryzen 7,8,512,SSD,Radeon Pro 5500M,16.1,982.0
Acer,Aspire,Intel Core i5,8,256,SSD,iGPU,15.6,474.86
Asus,ZenBook,Intel Core i5,16,512,SSD,iGPU,13.3,678.39
Dell,Vostro,Intel Core i5,8,256,SSD,iGPU,14.0,697.36
Lenovo,IdeaPad,Intel Core i5,8,512,SSD,iGPU,14.0,799.0
Asus,VivoBook,Intel Celeron,4,256,SSD,iGPU,14.0,398.01
Asus,Chromebook,Intel Celeron,4,32,eMMC,iGPU,11.6,239.25
HP,15S,AMD Athlon,8,256,SSD,iGPU,15.6,384.27
HP,255,AMD Ryzen 3,8,256,SSD,iGPU,15.6,556.22
Lenovo,100e,Intel Celeron,4,128,SSD,iGPU,11.6,350.0
Lenovo,ThinkPad,Intel Core i7,32,1000,SSD,T 550,16.0,2575.0
Lenovo,ThinkPad,Intel Core i7,32,1000,SSD,RTX A3000,17.3,3496.86
MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4050,17.3,1496.56
Microsoft,Surface Go,Intel Core i3,8,128,SSD,iGPU,10.5,853.59
Vant,Moove,Intel Core i5,16,500,SSD,iGPU,14.0,645.99
MSI,Pulse,Intel Core i7,16,1000,SSD,RTX 3060,15.6,1649.0
Asus,F515,Intel Core i3,8,256,SSD,iGPU,15.6,650.36
Lenovo,ThinkBook,Intel Core i5,16,512,SSD,iGPU,13.3,1310.61
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,15.6,950.53
Asus,ROG,Intel Core i7,32,1000,SSD,RTX 3070,16.0,2599.0
HP,250,Intel Celeron,8,256,SSD,iGPU,15.6,357.64
HP,250,Intel Core i3,8,256,SSD,iGPU,15.6,634.05
HP,EliteBook,Intel Core i7,32,1000,SSD,iGPU,16.0,1735.35
Alurin,Flex Advance,Intel Core i5,16,500,SSD,iGPU,14.0,629.01
Lenovo,ThinkPad,Intel Core i7,8,256,SSD,iGPU,14.0,711.95
Apple,MacBook Air,Intel Core i5,8,128,SSD,iGPU,13.0,391.17
Lenovo,IdeaPad,AMD Ryzen 7,16,512,SSD,iGPU,14.0,1058.0
MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4070,17.0,3175.35
MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4050,17.3,1496.56
Lenovo,IdeaPad,Intel Celeron,4,64,eMMC,iGPU,10.1,324.0
Microsoft,Surface Laptop,Intel Evo Core i7,16,512,SSD,iGPU,15.0,2310.0
Microsoft,Surface Laptop,Intel Core i7,32,1000,SSD,RTX 3050,14.4,2799.0
HP,15S,AMD Ryzen 3,8,512,SSD,iGPU,15.6,470.44
Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4080,16.0,4580.73
Lenovo,V14,Intel Core i3,8,256,SSD,iGPU,14.0,484.5
Asus,VivoBook,Intel Core i7,8,512,SSD,iGPU,15.6,625.0
Asus,ZenBook,AMD Ryzen 5,16,512,SSD,iGPU,14.0,812.61
Asus,ProArt,Intel Core i7,32,1000,SSD,RTX A3000,16.0,2846.0
Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3070,15.6,1849.0
Dell,Latitude,Intel Core i5,16,512,SSD,iGPU,13.3,1071.49
Dell,Latitude,Intel Core i5,8,512,SSD,iGPU,14.0,699.0
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,T 2000,15.6,1670.01
Asus,VivoBook,Intel Core i5,8,256,SSD,iGPU,16.0,469.9
Acer,Nitro,Intel Core i9,16,512,SSD,RTX 3060,17.3,1495.69
Alurin,Go,Intel Celeron,8,256,SSD,iGPU,14.0,339.0
Asus,ROG,AMD Ryzen 7,16,1000,SSD,RTX 3070,15.6,1600.0
HP,15S,Intel Core i5,16,512,SSD,iGPU,15.6,687.64
LG,Gram,Intel Evo Core i7,16,512,SSD,iGPU,15.0,2175.83
Lenovo,ThinkPad,AMD Ryzen 5,8,256,SSD,iGPU,13.3,799.0
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,14.0,1199.0
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,15.6,999.0
HP,15S,AMD Ryzen 3,8,256,SSD,iGPU,15.6,391.41
HP,255,AMD Ryzen 5,8,512,SSD,iGPU,15.6,498.0
HP,ProBook,Intel Core i5,8,256,SSD,iGPU,15.6,855.39
Lenovo,Legion,Intel Core i7,16,512,SSD,RTX 3060,15.6,1830.0
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,14.0,1028.0
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,T 600,15.6,2260.99
Lenovo,Yoga,AMD Ryzen 7,16,512,SSD,iGPU,14.0,1438.0
Prixton,Netbook Pro,Intel Celeron,4,128,SSD,iGPU,15.6,246.95
Apple,MacBook Pro,Intel Core i5,8,256,SSD,iGPU,13.3,759.2
Asus,ExpertBook,Intel Core i3,8,256,SSD,iGPU,14.0,511.13
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,16.0,500.0
Acer,Extensa,AMD Ryzen 5,8,256,SSD,iGPU,15.6,439.0
Dell,Vostro,AMD Ryzen 5,8,256,SSD,iGPU,15.6,529.99
MSI,Vector,Intel Core i7,32,1000,SSD,RTX 4070,17.3,2660.55
Lenovo,V15,Intel Core i5,8,512,SSD,iGPU,15.6,810.2
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,13.3,1008.37
HP,15S,Intel Core i5,8,1000,SSD,iGPU,15.6,715.0
Asus,ZenBook,AMD Ryzen 5,8,512,SSD,iGPU,14.0,755.48
Dell,Vostro,Intel Evo Core i7,16,512,SSD,iGPU,13.3,1216.0
