Brand,Model,CPU,RAM,Storage,Storage type,GPU,Screen,Final Price
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 3080,17.3,2999.0
Apple,MacBook Pro,Apple M2,8,512,SSD,iGPU,13.3,1849.0
Apple,MacBook Pro,Apple M2,16,256,SSD,iGPU,13.3,1729.01
Apple,MacBook Air,Apple M2,8,256,SSD,iGPU,13.6,1519.0
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,14.0,1579.0
MSI,Stealth,Intel Core i9,32,2000,SSD,RTX 4070,16.0,2914.18
Asus,ROG,Intel Core i7,32,1000,SSD,RTX 4050,16.0,1999.0
MSI,Thin,Intel Core i5,16,512,SSD,RTX 3050,15.6,1049.0
Asus,TUF,Intel Core i7,16,1000,SSD,RTX 4050,15.6,2049.0
HP,Chromebook,Intel Celeron,8,128,eMMC,iGPU,15.6,429.01
LG,Ultra,Intel Evo Core i7,32,1000,SSD,RTX 3050,17.0,2199.0
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4080,16.0,3599.0
Lenovo,V15,AMD Ryzen 7,16,512,SSD,iGPU,15.6,739.01
MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4050,16.0,1699.0
MSI,Summit,Intel Evo Core i7,16,1000,SSD,iGPU,16.0,1829.0
HP,15S,Intel Core i7,16,512,SSD,iGPU,15.6,759.01
Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3080,17.3,2999.0
MSI,Prestige,Intel Core i7,32,1000,SSD,iGPU,14.0,1589.01
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,14.0,2499.0
MSI,Katana,Intel Core i7,16,512,SSD,RTX 3050,15.6,1199.0
Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,iGPU,14.2,2269.0
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4080,18.0,3399.0
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,15.6,509.0
Apple,MacBook Air,Apple M1,16,512,SSD,iGPU,13.3,1569.01
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,14.0,1719.0
Asus,M515UA,AMD Ryzen 5,16,256,SSD,iGPU,15.6,625.41
Apple,MacBook Pro,Apple M2,16,512,SSD,iGPU,13.3,1899.01
Asus,VivoBook,Intel Core i3,8,256,SSD,iGPU,15.6,396.0
Medion,Akoya,Intel Core i5,8,512,SSD,iGPU,15.6,669.01
Asus,TUF,AMD Ryzen 7,16,1000,SSD,RX 7600S,16.0,1499.0
Apple,MacBook Air,Apple M2,8,512,SSD,iGPU,15.3,1829.0
Acer,Aspire,Intel Core i7,8,512,SSD,iGPU,15.6,729.0
HP,Pavilion,Intel Core i5,8,512,SSD,iGPU,14.0,1149.0
HP,ProBook,AMD Ryzen 5,16,512,SSD,iGPU,15.6,799.0
MSI,Raider,Intel Core i9,32,1000,SSD,RTX 4070,16.0,3099.0
Acer,Predator,Intel Core i7,16,512,SSD,RTX 3060,15.6,1779.0
HP,250,Intel Core i7,16,512,SSD,iGPU,15.6,819.0
HP,Envy,Intel Evo Core i7,16,1000,SSD,A 370M,16.0,1799.0
Asus,TUF,AMD Ryzen 9,16,1000,SSD,RX 7600S,16.0,1699.0
Asus,TUF,Intel Core i5,16,512,SSD,GTX 1650,15.6,999.0
HP,250,Intel Celeron,8,256,SSD,iGPU,15.6,383.26
HP,Chromebook,Intel Celeron,4,64,eMMC,iGPU,14.0,399.0
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,2699.0
MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4070,17.0,2799.0
MSI,Modern,Intel Core i7,16,512,SSD,iGPU,14.0,1099.0
Acer,Aspire,Intel Celeron,8,256,SSD,iGPU,15.6,306.99
PcCom,Revolt,Intel Core i7,32,1000,SSD,RTX 3060,15.6,1649.0
Microsoft,Surface Laptop,Intel Core i5,8,256,SSD,iGPU,12.4,869.0
Asus,TUF,Intel Core i9,32,1000,SSD,RTX 4060,17.3,2099.0
Asus,VivoBook,AMD Ryzen 7,16,1000,SSD,iGPU,15.6,1149.04
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,2599.0
Asus,TUF,Intel Core i9,32,1000,SSD,RTX 4050,17.3,1889.0
Asus,TUF,Intel Core i7,16,1000,SSD,RTX 4050,17.3,1619.0
MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4070,17.0,3129.0
Razer,Blade,Intel Core i7,16,1000,SSD,RTX 3070,17.3,3499.99
Acer,Extensa,Intel Core i3,8,256,SSD,iGPU,15.6,394.0
MSI,Summit,Intel Core i7,32,1000,SSD,RTX 4060,16.0,2499.0
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,16.0,549.99
Medion,Deputy,Intel Core i5,8,512,SSD,GTX 1660,15.6,999.0
HP,Omen,Intel Core i7,16,1000,SSD,RTX 3060,16.1,1699.01
Asus,Chromebook,Intel Celeron,8,32,eMMC,iGPU,14.0,349.0
Alurin,Flex Advance,Intel Core i5,8,500,SSD,iGPU,15.6,500.0
Microsoft,Surface Laptop,Intel Evo Core i5,8,256,SSD,iGPU,13.5,1179.0
LG,Gram,Intel Evo Core i7,32,1000,SSD,iGPU,16.0,1819.01
MSI,Prestige,Intel Evo Core i7,16,1000,SSD,iGPU,13.3,1499.01
MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 4060,16.0,2239.01
Asus,14w,Intel Core i9,32,2000,SSD,RTX 4090,16.0,4949.01
Acer,Predator,Intel Core i7,16,512,SSD,RTX 3050,16.0,1589.01
HP,Omen,Intel Core i7,32,1000,SSD,RTX 3070,16.1,1999.0
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,14.0,1189.0
MSI,Titan,Intel Core i9,64,2000,SSD,RTX 4080,17.3,4899.0
HP,250,Intel Core i5,8,512,SSD,iGPU,15.6,559.01
HP,250,Intel Core i3,8,256,SSD,iGPU,15.6,417.99
LG,Gram,Intel Core i7,16,512,SSD,RTX 2050,17.0,1409.01
Asus,ROG,Intel Core i9,32,2000,SSD,RTX 4090,16.0,4299.0
Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,RTX 3050,15.6,879.0
Apple,MacBook Pro,Apple M1,32,1000,SSD,iGPU,16.2,3849.0
Acer,Predator,Intel Core i7,16,512,SSD,RTX 3060,14.0,1739.0
Asus,VivoBook,Intel Core i5,16,1000,SSD,iGPU,15.6,665.0
Asus,TUF,Intel Core i7,32,1000,SSD,RTX 4050,15.6,1699.01
Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3060,17.3,1629.0
Primux,Ioxbook,Intel Core i3,8,256,SSD,iGPU,15.6,283.42
Lenovo,Legion,AMD Ryzen 5,8,512,SSD,RTX 3060,15.6,1252.5
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 3080,15.6,3499.0
Lenovo,IdeaPad,Intel Core i5,16,512,SSD,iGPU,14.0,829.01
Samsung,Galaxy Book,Intel Core i7,16,512,SSD,iGPU,15.6,1169.01
Asus,VivoBook,Intel Core i7,16,512,SSD,iGPU,16.0,769.0
Lenovo,V15,AMD Ryzen 3,8,512,SSD,iGPU,15.6,399.0
Lenovo,IdeaPad,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,1269.0
Acer,Nitro,Intel Core i5,16,1000,SSD,RTX 3060,15.6,881.13
LG,Gram,Intel Evo Core i7,16,512,SSD,iGPU,15.0,1549.0
HP,Victus,AMD Ryzen 7,16,512,SSD,RTX 3050,16.1,1629.0
Samsung,Galaxy Book,Intel Core i5,8,512,SSD,iGPU,15.6,924.98
LG,Gram,Intel Evo Core i7,32,512,SSD,iGPU,17.0,2360.08
HP,Pavilion,Intel Core i7,16,1000,SSD,iGPU,14.0,1409.01
Dell,Vostro,AMD Ryzen 5,8,256,SSD,iGPU,16.0,829.0
HP,Pavilion,Intel Core i7,16,1000,SSD,iGPU,14.0,1629.0
MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4080,17.3,3599.0
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4080,17.3,2999.01
Asus,VivoBook,Intel Core i3,8,256,SSD,iGPU,14.0,549.0
Asus,VivoBook,Intel Core i7,32,512,SSD,RTX 3050,16.0,2089.0
Apple,MacBook Air,Apple M2,8,512,SSD,iGPU,13.6,1869.0
Dell,Vostro,Intel Core i5,8,512,SSD,iGPU,15.6,738.55
MSI,Katana,Intel Core i5,16,512,SSD,RTX 3060,15.6,1349.0
Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3070,15.6,2389.0
Asus,VivoBook,Intel Core i5,16,512,SSD,iGPU,17.3,889.0
MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4090,17.3,3818.77
Apple,MacBook Air,Apple M2,8,512,SSD,iGPU,15.3,1829.0
Gigabyte,Aorus,Intel Core i7,16,1000,SSD,RTX 3070,15.6,1949.01
Primux,Ioxbook,AMD Ryzen 5,8,512,SSD,iGPU,15.6,338.81
Asus,VivoBook,Intel Pentium,8,128,SSD,iGPU,13.3,776.14
Lenovo,IdeaPad,Intel Core i7,16,512,SSD,iGPU,14.0,979.0
Apple,MacBook Air,Apple M2,16,512,SSD,iGPU,13.6,1969.01
Acer,Nitro,Intel Core i7,16,512,SSD,RTX 3050,17.3,1539.0
Asus,Chromebook,Intel Celeron,4,32,eMMC,iGPU,14.0,299.0
Alurin,Flex Advance,AMD Ryzen 5,8,500,SSD,iGPU,15.6,459.0
Lenovo,V15,Intel Celeron,8,256,SSD,iGPU,15.6,322.49
MSI,Summit,Intel Evo Core i7,32,1000,SSD,iGPU,13.4,1899.0
Acer,Extensa,Intel Core i3,8,256,SSD,iGPU,15.6,413.99
Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,16.0,1929.01
Lenovo,IdeaPad,AMD Ryzen 7,8,512,SSD,iGPU,15.6,730.97
MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,1699.01
MSI,Creator,Intel Core i7,16,1000,SSD,RTX 4050,16.0,1899.01
MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4070,16.0,2578.38
Medion,Erazer,Intel Core i5,16,1000,SSD,RTX 4050,15.6,1119.01
Medion,Erazer,Intel Core i7,16,1000,SSD,RTX 4060,17.3,1629.0
HP,Omen,Intel Core i9,32,1000,SSD,RTX 3070,16.1,2399.01
MSI,Summit,Intel Evo Core i7,16,512,SSD,iGPU,13.4,1709.0
HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,17.3,1799.0
Lenovo,IdeaPad,Intel Core i5,16,512,SSD,iGPU,15.6,729.0
MSI,Raider,Intel Core i9,32,1000,SSD,RTX 4060,16.0,2899.0
MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,16.0,2059.76
MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4060,16.0,2459.01
Asus,TUF,Intel Core i7,32,1000,SSD,RTX 3070,15.6,1889.0
MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,16.0,2249.0
HP,Victus,Intel Core i5,16,512,SSD,RTX 3050,15.6,1049.99
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4080,16.0,3099.0
Prixton,Flex,Intel Celeron,4,64,SSD,iGPU,11.6,329.95
MSI,Titan,Intel Core i9,128,2000,SSD,RTX 4090,17.3,5999.0
Alurin,Go,Intel Pentium,8,128,SSD,iGPU,14.1,385.0
LG,Gram,Intel Evo Core i7,16,512,SSD,iGPU,17.0,1799.0
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,2999.0
Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,iGPU,16.0,2089.0
Alurin,Flex Advance,Intel Core i7,16,500,SSD,iGPU,15.6,739.0
HP,Envy,Intel Core i7,16,1000,SSD,RTX 3060,16.0,1999.0
MSI,Stealth,Intel Core i7,32,1000,SSD,RTX 4070,16.0,2749.0
Acer,Swift,AMD Ryzen 7,16,1000,SSD,RTX 3050,14.0,1473.01
MSI,Creator,Intel Core i9,32,1000,SSD,RTX 4060,16.0,2899.0
Samsung,Galaxy Book,Intel Evo Core i5,16,512,SSD,iGPU,13.3,1489.0
Asus,VivoBook,Intel Core i5,16,512,SSD,iGPU,15.6,615.97
Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 4050,14.0,1969.01
MSI,Creator,Intel Core i7,32,1000,SSD,RTX 4070,16.0,2949.0
MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,14.0,2349.01
Apple,MacBook Pro,Intel Core i5,8,256,SSD,iGPU,13.0,634.25
Asus,ZenBook,Intel Core i7,32,1000,SSD,RTX 3060,15.6,2799.0
Asus,ROG,AMD Ryzen 9,64,2000,SSD,RTX 4090,16.0,5159.0
Gigabyte,Aero,Intel Core i7,16,2000,SSD,RTX 3070,17.3,2999.0
Microsoft,Surface Go,Intel Pentium,8,128,SSD,iGPU,10.5,599.01
HP,Victus,Intel Core i7,16,512,SSD,RTX 4050,15.6,1299.01
MSI,Prestige,Intel Core i7,16,1000,SSD,RTX 3050,16.0,1889.0
Apple,MacBook Pro,Apple M2,32,1000,SSD,iGPU,16.2,3799.0
Apple,MacBook Pro,Apple M2,32,1000,SSD,iGPU,14.2,3379.01
Apple,MacBook Air,Apple M1,8,512,SSD,iGPU,13.3,1349.0
HP,EliteBook,Intel Core i5,16,256,SSD,iGPU,14.0,291.69
Gigabyte,Aero,Intel Core i7,16,1000,SSD,RTX 4070,16.0,2309.01
Primux,Ioxbook,Intel Celeron,4,128,SSD,iGPU,14.0,208.99
Lenovo,IdeaPad,AMD Ryzen 5,16,512,SSD,iGPU,15.6,689.01
Apple,MacBook Pro,Apple M2,8,512,SSD,iGPU,13.3,1849.0
Asus,VivoBook,AMD Ryzen 5,8,512,SSD,iGPU,16.0,437.87
Lenovo,V15,Intel Core i3,8,256,SSD,iGPU,15.6,443.01
Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,iGPU,14.2,2729.01
Acer,Aspire,AMD Ryzen 5,8,512,SSD,iGPU,15.6,819.0
MSI,Creator,Intel Core i7,16,1000,SSD,RTX 4060,16.0,2649.0
MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4050,14.0,1989.01
MSI,Summit,Intel Core i7,16,1000,SSD,iGPU,14.0,1749.82
Microsoft,Surface Laptop,Intel Evo Core i5,8,512,SSD,iGPU,13.5,1419.0
PcCom,Revolt,Intel Core i7,32,500,SSD,RTX 3060,15.6,1699.0
Lenovo,V15,AMD Ryzen 7,16,512,SSD,iGPU,15.6,619.99
MSI,Summit,Intel Evo Core i7,16,1000,SSD,iGPU,14.0,1689.0
HP,255,AMD Ryzen 3,8,256,SSD,iGPU,15.6,386.05
Prixton,Netbook Pro,Intel Celeron,4,64,eMMC,iGPU,14.1,299.94
HP,15S,AMD Ryzen 3,8,512,SSD,iGPU,15.6,416.0
Lenovo,V15,AMD Ryzen 5,8,256,SSD,iGPU,15.6,529.0
Microsoft,Surface Laptop,Intel Core i5,8,128,SSD,iGPU,12.4,769.0
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,14.0,2299.0
Asus,ROG,AMD Ryzen 9,16,1000,SSD,RTX 4060,13.4,1999.0
MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4080,17.0,3699.0
Alurin,Flex Advance,Intel Core i5,8,500,SSD,iGPU,15.6,600.0
HP,250,Intel Core i5,16,512,SSD,iGPU,15.6,609.01
HP,Chromebook,AMD Athlon,4,64,eMMC,iGPU,14.0,419.0
Gigabyte,Aorus,Intel Core i9,16,1000,SSD,RTX 4070,15.6,2179.0
Microsoft,Surface Pro,Intel Evo Core i7,16,256,SSD,iGPU,13.0,1859.0
Apple,MacBook Pro,Apple M2 Pro,32,512,SSD,iGPU,14.2,2719.0
MSI,Modern,Intel Core i5,8,512,SSD,iGPU,15.6,799.0
MSI,Stealth,Intel Core i7,16,1000,SSD,RTX 4060,14.0,2159.0
Asus,M515UA,AMD Ryzen 7,8,512,SSD,iGPU,15.6,683.81
MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3050,16.0,1699.01
Asus,ROG,Intel Core i9,16,1000,SSD,RTX 4050,13.4,2099.0
Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,iGPU,14.2,2939.01
MSI,Summit,Intel Core i7,32,1000,SSD,RTX 4050,16.0,2099.0
HP,Notebook,Intel Celeron,4,64,eMMC,iGPU,14.0,329.0
Asus,M515UA,AMD Ryzen 5,8,512,SSD,iGPU,15.6,402.99
Lenovo,V15,Intel Core i5,8,256,SSD,iGPU,15.6,461.32
Lenovo,ThinkPad,Intel Core i5,16,256,SSD,iGPU,14.0,574.0
Asus,ROG,Intel Core i9,32,2000,SSD,RTX 4080,16.0,3499.01
Microsoft,Surface Laptop,Intel Evo Core i5,8,512,SSD,iGPU,13.5,1419.0
Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,iGPU,13.0,1299.0
LG,Gram,Intel Evo Core i7,16,512,SSD,iGPU,17.0,1699.0
HP,470,Intel Core i7,16,512,SSD,MX 550,17.3,1300.0
Asus,VivoBook,Intel Core i3,8,512,SSD,iGPU,15.6,372.0
Razer,Blade,Intel Core i9,32,2000,SSD,RTX 4090,16.0,4999.01
Asus,ROG,AMD Ryzen 7,32,1000,SSD,RTX 3070,15.6,2079.01
Dell,Vostro,Intel Core i7,16,512,SSD,iGPU,15.6,997.79
LG,Gram,Intel Core i5,16,512,SSD,iGPU,14.0,1149.0
Primux,Ioxbook,Intel Celeron,8,256,SSD,iGPU,15.6,229.0
HP,15S,Intel Core i3,8,256,SSD,iGPU,15.6,552.33
Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,iGPU,16.2,2729.01
Microsoft,Surface Pro,Intel Evo Core i5,8,256,SSD,iGPU,13.0,1299.0
Alurin,Go,Intel Pentium,8,256,SSD,iGPU,14.1,329.91
HP,Spectre,Intel Evo Core i7,16,1000,SSD,iGPU,13.5,1699.01
LG,Gram,Intel Evo Core i7,32,1000,SSD,iGPU,15.0,1929.01
Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,iGPU,16.0,1949.99
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,15.6,1174.99
Lenovo,IdeaPad,AMD Ryzen 5,8,256,SSD,GTX 1650,15.6,834.11
Alurin,Flex,Intel Core i3,8,128,SSD,iGPU,14.0,399.0
Medion,Akoya,AMD Ryzen 3,8,256,SSD,iGPU,15.6,529.0
Microsoft,Surface Laptop,AMD Ryzen 7,8,256,SSD,iGPU,15.0,1449.0
Razer,Blade,Intel Core i9,16,1000,SSD,RTX 4060,16.0,3099.0
Razer,Blade,Intel Core i9,16,1000,SSD,RTX 4070,16.0,3499.01
Alurin,Alurin,AMD Radeon 5,8,256,SSD,iGPU,15.6,499.0
Alurin,Flex Advance,AMD Ryzen 5,8,500,SSD,iGPU,15.6,559.0
Razer,Blade,Intel Core i9,32,1000,SSD,RTX 4070,16.0,3799.99
Asus,ZenBook,Intel Evo Core i7,16,512,SSD,iGPU,14.0,1259.01
Alurin,Flex Advance,Intel Core i5,8,256,SSD,iGPU,15.6,440.0
Apple,MacBook Air,Apple M2,8,256,SSD,iGPU,15.3,1599.0
HP,250,Intel Core i3,8,512,SSD,iGPU,15.6,398.1
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4060,17.3,2099.0
HP,15S,Intel Core i5,8,256,SSD,iGPU,15.6,454.33
HP,15S,Intel Core i5,8,512,SSD,iGPU,15.6,494.81
Alurin,Flex Advance,AMD Ryzen 5,8,256,SSD,iGPU,15.6,399.0
Asus,TUF,Intel Core i5,16,512,SSD,GTX 1650,15.6,719.01
Alurin,Alurin,Intel Core i7,8,500,SSD,iGPU,15.6,869.0
HP,250,Intel Core i7,16,512,SSD,iGPU,15.6,824.0
Apple,MacBook Pro,Apple M2 Pro,32,1000,SSD,iGPU,16.2,3499.01
Lenovo,V15,Intel Core i3,8,256,SSD,iGPU,15.6,495.99
MSI,Raider,Intel Core i7,32,1000,SSD,RTX 4070,17.0,2999.0
Lenovo,ThinkBook,Intel Core i7,16,1000,SSD,GTX 1650,15.6,1219.0
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,iGPU,15.6,1395.0
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,15.6,695.0
MSI,Creator,Intel Core i9,64,2000,SSD,RTX 4060,16.0,3061.31
HP,250,Intel Core i3,8,512,SSD,iGPU,15.6,453.0
Acer,Chromebook,Intel Celeron,8,128,eMMC,iGPU,17.3,499.0
Dynabook Toshiba,Satellite Pro,Intel Core i7,8,256,SSD,iGPU,15.6,699.0
HP,15S,Intel Core i3,8,256,SSD,iGPU,15.6,393.59
Dell,XPS,Intel Core i5,16,512,SSD,iGPU,13.4,2063.26
HP,Omen,Intel Core i7,32,1000,SSD,RTX 4080,17.3,2999.01
Lenovo,Legion,Intel Core i9,32,1000,SSD,RTX 4070,16.0,2689.01
Acer,ConceptD,Intel Core i7,16,512,SSD,GTX 1650,16.0,1799.0
Lenovo,V15,Intel Core i5,8,512,SSD,iGPU,15.6,579.9
Acer,Predator,Intel Core i7,16,1000,SSD,RTX 3060,17.3,1799.0
Asus,F515,Intel Core i3,8,256,SSD,iGPU,15.6,408.0
Acer,Chromebook,Intel Core i7,16,256,SSD,iGPU,16.0,1139.01
Acer,Nitro,AMD Ryzen 9,16,1000,SSD,RTX 3080,15.6,2399.01
Dell,Latitude,Intel Core i5,8,256,SSD,iGPU,15.0,1599.0
Lenovo,IdeaPad,Intel Core i5,8,512,SSD,iGPU,16.0,1274.37
Lenovo,Legion,AMD Ryzen 7,16,1000,SSD,RTX 3060,15.6,1553.68
MSI,Creator,Intel Core i7,16,1000,SSD,RTX A1000,16.0,1980.2
MSI,Creator,Intel Core i7,16,1000,SSD,RTX A1000,16.0,1772.43
MSI,Creator,Intel Core i7,32,1000,SSD,RTX 3000,16.0,2707.44
MSI,Katana,Intel Core i7,16,1000,SSD,RTX 4060,17.3,1999.0
Asus,ExpertBook,Intel Core i5,8,256,SSD,iGPU,14.0,839.0
Asus,ExpertBook,Intel Core i5,16,512,SSD,iGPU,14.0,650.13
Microsoft,Surface Pro,Intel Evo Core i7,16,512,SSD,iGPU,13.0,2189.0
Microsoft,Surface Laptop,Intel Core i5,16,256,SSD,iGPU,14.4,1699.01
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,15.6,800.0
HP,EliteBook,Intel Core i5,8,256,SSD,iGPU,15.6,675.0
MSI,Creator,Intel Core i7,16,1000,SSD,RTX 3050,16.0,1499.0
HP,15S,AMD Ryzen 3,8,256,SSD,iGPU,15.6,431.99
HP,ProBook,AMD Ryzen 7,16,512,SSD,iGPU,15.6,899.99
Asus,E510,Intel Celeron,8,256,SSD,iGPU,15.6,329.99
Alurin,Go,Intel Pentium,8,256,SSD,iGPU,14.1,399.0
HP,ProBook,Intel Core i7,16,1000,SSD,iGPU,15.6,1312.0
HP,Victus,Intel Core i7,8,512,SSD,RTX 3050,16.1,1329.51
Lenovo,IdeaPad,Intel Core i5,8,512,SSD,iGPU,15.6,599.0
Acer,Extensa,Intel Core i5,8,256,SSD,iGPU,15.6,524.99
MSI,Modern,Intel Core i7,16,1000,SSD,iGPU,14.0,1149.0
Microsoft,Surface Pro,Intel Core i5,8,256,SSD,iGPU,12.3,1349.0
MSI,Creator,Intel Core i9,64,1000,SSD,RTX 4070,16.0,3289.01
MSI,Creator,Intel Core i9,64,2000,SSD,RTX 4070,17.0,3394.99
HP,250,Intel Core i7,16,512,SSD,iGPU,15.6,786.14
Asus,VivoBook,AMD Ryzen 7,16,1000,SSD,RTX 3050,15.6,1501.55
Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,iGPU,16.2,2999.01
Asus,TUF,AMD Ryzen 7,16,512,SSD,RTX 4060,15.6,1499.96
Dell,Latitude,Intel Core i5,8,128,SSD,iGPU,14.0,379.0
Lenovo,ThinkPad,Intel Core i5,16,256,SSD,iGPU,14.0,575.0
Samsung,Galaxy Book,Intel Evo Core i7,16,512,SSD,iGPU,14.0,1889.0
Lenovo,Yoga,AMD Ryzen 5,8,512,SSD,iGPU,14.0,979.0
LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,17.0,2399.0
HP,EliteBook,Intel Core i5,8,256,SSD,iGPU,14.0,210.14
Asus,ROG,Intel Core i9,32,1000,SSD,RTX 4070,16.0,2459.01
Lenovo,V15,Intel Core i5,8,512,SSD,iGPU,15.6,509.0
Dynabook Toshiba,Satellite Pro,Intel Core i3,8,256,SSD,iGPU,15.6,679.0
Asus,ROG,AMD Ryzen 9,32,1000,SSD,RTX 4070,17.3,2499.0
Gigabyte,Aorus,Intel Core i5,8,512,SSD,RTX 4060,15.6,1086.85
Medion,Beast,Intel Core i9,32,2000,SSD,RTX 4090,17.0,3799.0
MSI,Prestige,Intel Core i7,32,1000,SSD,RTX 3050,16.0,1929.01
Lenovo,Legion,AMD Ryzen 7,16,512,SSD,RTX 3070,15.6,1180.29
Alurin,Flex Advance,Intel Core i5,8,256,SSD,iGPU,14.0,540.0
HP,Omen,Intel Core i7,32,1000,SSD,RTX 3060,17.3,1699.01
Alurin,Flex,Intel Core i3,8,256,SSD,iGPU,14.0,429.9
Acer,Aspire,Intel Core i3,8,256,SSD,iGPU,15.6,385.2
Acer,TravelMate,Intel Core i5,8,256,SSD,iGPU,15.6,725.0
Acer,Extensa,Intel Core i5,8,512,SSD,iGPU,15.6,589.0
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,15.6,884.99
HP,Chromebook,Intel Celeron,4,32,SSD,iGPU,11.6,282.57
LG,Gram,Intel Evo Core i7,32,1000,SSD,iGPU,14.0,1999.0
Acer,Extensa,Intel Core i3,8,256,SSD,iGPU,15.6,430.99
LG,Gram,Intel Evo Core i7,32,512,SSD,RTX 3050,16.0,2349.0
Microsoft,Surface Laptop,Intel Evo Core i7,8,256,SSD,iGPU,15.0,1529.0
HP,EliteBook,Intel Core i7,16,512,SSD,iGPU,14.0,588.0
Dynabook Toshiba,Portégé,Intel Core i7,16,512,SSD,iGPU,13.3,1805.01
Lenovo,ThinkPad,Intel Core i5,8,256,SSD,iGPU,14.0,399.0
Dynabook Toshiba,Tecra,Intel Core i5,8,256,SSD,iGPU,15.6,899.01
Asus,ZenBook,AMD Ryzen 5,16,512,SSD,iGPU,14.0,856.0
Alurin,Flex,Intel Core i3,8,512,SSD,iGPU,14.0,529.0
Apple,MacBook Pro,Apple M2 Pro,16,1000,SSD,iGPU,14.2,2749.0
HP,EliteBook,Intel Core i5,8,256,SSD,iGPU,15.6,899.01
Apple,MacBook Pro,Apple M2 Pro,16,512,SSD,iGPU,16.2,2789.0
Thomson,Neo,Intel Celeron,4,64,eMMC,iGPU,14.1,201.05
Asus,VivoBook,Intel Core i5,8,512,SSD,iGPU,15.6,505.01
Alurin,Flex Advance,AMD Ryzen 5,16,500,SSD,iGPU,15.6,499.0
Asus,VivoBook,Intel Core i3,8,256,SSD,iGPU,15.6,355.0
Asus,ZenBook,AMD Ryzen 7,16,512,SSD,iGPU,14.0,1199.0
Acer,ConceptD,Intel Core i7,16,1000,SSD,T 1200,16.0,1899.0
Lenovo,V15,Intel Core i7,16,512,SSD,iGPU,15.6,969.0
Lenovo,ThinkPad,Intel Core i7,16,512,SSD,GTX 1650,15.6,2039.0
Asus,ExpertBook,Intel Core i7,16,512,SSD,iGPU,15.6,860.0
Lenovo,ThinkPad,Intel Core i5,16,256,SSD,iGPU,14.0,869.0
Acer,Predator,Intel Core i7,32,1000,SSD,RTX 3070,17.3,1417.19
MSI,Modern,AMD Ryzen 5,8,512,SSD,iGPU,14.0,659.44
HP,15S,AMD 3020e,8,256,SSD,iGPU,15.6,301.01
